TRANSATEL,"PUTEAUX, Ile de France (Headquarters)",http://www.transatel.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=TRANSATEL&id=0010L00001iV2GWQA0
Otolanesoft Corporation,"Montreal, Quebec (Headquarters)",http://www.otolane.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Otolanesoft%20Corporation&id=0010L00001iV2X3QAK
Excelion Partners,"Neenah, WI, Wisconsin (Headquarters)",http://www.excelionit.com,,"Today, nearly every business needs a cloud-based solution to support their strategic growth objectives. We have the capabilities to provide enterprise organizations with comprehensive planning and integration, including: UX, journey mapping, architecture, device integration, development, and technical team support. Our team works relentlessly at fostering an agile culture, which allows us to empow","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Excelion%20Partners&id=0010L00001iV3dCQAS
Anyway Solution,"Boulogne-Billancourt, Ile e France (Headquarters)",http://www.anywaysolution.fr,,,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Anyway%20Solution&id=0010L00001iV6WzQAK
GM5 Tecnologia,"Rio de Janeiro, Rio de Janeiro (Headquarters)",http://www.gm5.com.br,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=GM5%20Tecnologia&id=0010L00001iV8ijQAC
Toustone Pty Ltd,"Albury, New South Wales (Headquarters)",http://www.toustone.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Toustone%20Pty%20Ltd&id=0010L00001iVGYsQAO
Tagit Pte Ltd.,"Singapore, Singapore (Headquarters)",http://www.tagitmobile.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Tagit%20Pte%20Ltd.&id=0010L00001iVH7sQAG
know.bi,"Oud-Turnhout, Antwerp (Headquarters)",http://www.know.bi,,"know.bi provides solutions to data-related problems. We focus on problem solving, and use the AWS platform to build solutions. With our long history in business intelligence, big data and data science, we can help you move to the cloud. Whether you're moving an existing projects to AWS, or are building a new project, we're here to help from architecture to development and DevOps.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=know.bi&id=0010L00001iVIKMQA4
"MultiTech Systems, Inc","Mounds View, Minnesota (Headquarters)",http://www.multitech.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=MultiTech%20Systems%2C%20Inc&id=0010L00001iVJ1aQAG
Supersoftware,"渋谷区, 東京都 (Headquarters)",http://www.supersoftware.co.jp,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Supersoftware&id=0010L00001iVLjoQAG
ADS Assembly Data System spa,"Pomezia, Italy (Headquarters)",http://www.assembly.it,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ADS%20Assembly%20Data%20System%20spa&id=0010L00001iVLyvQAG
PushPull Technology Ltd.,"London, City of London (Headquarters)",http://www.ipushpull.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=PushPull%20Technology%20Ltd.&id=0010L00001iVM87QAG
Masabi Ltd,"London, London (Headquarters)",http://www.masabi.com,,,AWS Certified Sysops Administrator - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Masabi%20Ltd&id=0010L00001iVN5RQAW
,,,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Superior%20Consulting%20Services%2C%20LLC&id=0010L00001iVTkNQAW
datagaps inc.,"Herndon, Virginia (Headquarters)",http://www.datagaps.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=datagaps%20inc.&id=0010L00001iVUIjQAO
Venera Technologies,"Burbank, California (Headquarters)",http://www.veneratech.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Venera%20Technologies&id=0010L00001iVUrFQAW
"AgentGate,Inc.","Jinbo-cho, Kanda, Chiyoda-ku, Tokyo (Headquarters)",http://www.agentgate.jp,,"Our main service, ""Formula"", is a click-priced ad network for smartphones. We will build a ""high advertising effectiveness × high revenue"" model for advertisers and posted media. AWS implements backup of this service. We are aiming to quickly implement customer's desired services on AWS and to provide stable service.","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=AgentGate%2CInc.&id=0010L00001iVVl6QAG
Adept Engineering Solution,"Laurel, Maryland (Headquarters)",http://www.adeptengr.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Adept%20Engineering%20Solution&id=0010L00001iVY5dQAG
"ACTY SYSTEM CO.,LTD.","浜松市北区根洗町, 静岡県 (Headquarters)",http://www.acty-sys.com/,,,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ACTY%20SYSTEM%20CO.%2CLTD.&id=0010L00001iVYCKQA4
víntegrisTECH,"Hospitalet de Llobregat, Barcelona (Headquarters)",http://www.vintegris.tech,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=v%C3%ADntegrisTECH&id=0010L00001iVYZrQAO
Echo Media,"Maynooth, Co. Kildare (Headquarters)",https://www.echomedia.ie,,"Echo Media provides managed services allowing clients to take full advantage of the benefits of AWS in terms of security, reliability, performance, and cost optimization. Echo Media applies the Well-Architected Framework approach to solutions architecture allowing for future system scale and resilience.","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Echo%20Media&id=0010L00001iVYdtQAG
Openjaw Technologies,"Dublin, Leinster (Headquarters)",http://www.openjawtech.com,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Openjaw%20Technologies&id=0010L00001iVZNrQAO
Scalair,"Hem, Hauts de france (Headquarters)",http://www.scalair.fr,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Scalair&id=0010L00001iVbmkQAC
Simpline Inc,"港区芝, 東京都 (Headquarters)",https://www.simpline.co.jp/,,"◆Business Segment ◎IT Infrastructure Solutions ・Design, construction, operation management of IT infrastructure. ・Continuous execution of business improvement. ◎Cloud Services ・Construction of infrastructure of AWS environment. ・Reduce costs by automating operations.","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Simpline%20Inc&id=0010L00001iVboqQAC
Borusan Danışmanlık ve Ortak Hizmetler,"istanbul, istanbul (Headquarters)",http://www.borusan.com,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Borusan%20Dan%C4%B1%C5%9Fmanl%C4%B1k%20ve%20Ortak%20Hizmetler&id=0010L00001iVc48QAC
"Skydisc, Inc.","Chuo-ku, Fukuoka-shi, Fukuoka (Headquarters)",https://skydisc.jp,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Skydisc%2C%20Inc.&id=0010L00001iVc9hQAC
ARES Corporation,"Burlingame, California (Headquarters)",http://www.arescorporation.com,,,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ARES%20Corporation&id=0010L00001iVcc9QAC
Zyudly Labs,"Fremont, California (Headquarters)",http://www.zyudlylabs.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Zyudly%20Labs&id=0010L00001iVe1cQAC
"PENCIL Co., Ltd.","Fukuoka-shi, Fukuoka (Headquarters)",http://www.pencil.co.jp/,,株式会社ペンシルは、企業のWEB戦略を成功に導く研究開発型のWEBコンサルティング専門会社です。 独自の視点から実験や研究を重ね、研究結果によるノウハウをもとにクライアント企業のWEBサイトを分析し、WEBからの売上や成約をアップさせるためのコンサルティングを実施しています。 WEBサイトの目的と目標を明確にするコンセプトワークから、アクセス分析、マーケティング、競合調査、企画提案、WEBサイト制作など、WEBサイトの入口から出口までを総合的に支援し、2006年から自社開発を続けるサイト分析のヒューマナライズ・プラットフォーム「スマートチーター」をはじめ、多数のプロジェクトをAWS上で展開しています。 https://www.pencil-cheetah.jp/,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=PENCIL%20Co.%2C%20Ltd.&id=0010L00001iVfVmQAK
Zenline UG,"Berlin, Berlin (Headquarters)",http://www.cluvio.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Zenline%20UG&id=0010L00001iVfYqQAK
SquareScale,"Grenoble, Isere (Headquarters)",http://www.squarescale.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SquareScale&id=0010L00001iVjhAQAS
Neboola,"Firenze, Italy (Headquarters)",https://neboola.cloud,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Neboola&id=0010L00001iVnaLQAS
Aspire,"STAMFORD, Connecticut (Headquarters)",http://www.aspire.jo,,"Please visit www.aspire.jo to know more about our organization, case studies and benefits delivered to clients.","AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Aspire&id=0010L00001iVnwkQAC
Parquantix,"Atlanta, Georgia (Headquarters)",http://www.parquantix.com,,Parquantix is a technology consulting firm for companies with deployments on Amazon Web Services. Its automated solution monitors cloud compute and database usage to optimize the cost and utilization of AWS resources through active procurement and management of Reserved Instances.,AWS Certified Developer - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Parquantix&id=0010L00001iVrNMQA0
Alnafitha International,"Riyadh, Riyadh (Headquarters)",http://www.alnafitha.com,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Alnafitha%20International&id=0010L00001iVtdZQAS
"AASA, Inc.","Sterling, Virginia (Headquarters)",http://www.aasainc.com,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=AASA%2C%20Inc.&id=0010L00001iVuiWQAS
"Inpensa, Inc.","Edison, New Jersey (Headquarters)",http://www.inpensa.com,,"A SaaS solution to help companies manage projects to business outcomes. Inpensa is an end-to-end platform focusing on the upfront planning and decision process from ideation to business case development to benefits realization. Customers use Inpensa to make project decisions based on objective data. Processes managed are: project prioritization and planning, business case analysis, and tracking",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Inpensa%2C%20Inc.&id=0010L00001iVuj0QAC
SERIAL,"Perly, Genève (Headquarters)",https://www.serial.ch,,"At SERIAL our job is to provide I.T. engineering services, especially in cutting-edge technologies. We aim to bring real added value to customer relations. This is expressed in our commitment to objectives, in a high level of expertise and, finally, in long-lasting customer relations.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SERIAL&id=0010L00001iVyX0QAK
"EFC Systems, Inc.","Brentwood, Tennessee (Headquarters)",http://www.efcsystems.com,,"For over 30 years, EFC Systems has delivered innovative software solutions throughout the entire Agribusiness supply chain. Our dedicated team members employ modern technologies and anticipate industry trends to provide our client partners the tools and insight that are needed to more effectively manage resources and risks. Our business is about making yours better and more efficient.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=EFC%20Systems%2C%20Inc.&id=0010L00001iVz3RQAS
iAdvantage Limited,"Hong Kong, Hong Kong Island (Headquarters)",http://www.sunevision.com,,"Through AWS Direct Connect, SUNeVision is enabling our customers to directly connect to the local AWS gateway in a secured, speedy and cost-effective manner. Customers co-locating their IT infrastructure in our MEGA Campus can connect to AWS directly with a simple cross connect. We also empower members of the AWS Partner Network (APN) within MEGA Campus to connect their customers to AWS. Customers",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=iAdvantage%20Limited&id=0010L00001iW1pGQAS
Asurgent AB,"Stockholm, Stockholm (Headquarters)",http://www.asurgent.se,,On our CloudSourcing offering the following services are included; Cloud TakeOff Cloud Onboarding CloudOps Cloud Evolution Cloud Consulting,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Asurgent%20AB&id=0010L00001iW296QAC
"Decision Source, Inc.","BRENTWOOD, Tennessee (Headquarters)",http://www.decisionsource.com,,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Decision%20Source%2C%20Inc.&id=0010L00001iW2gNQAS
SafeNet Assured Technologies LLC,"Abingdon, Maryland (Headquarters)",http://www.safenetat.com,,"SafeNet Assured Technologies, LLC protects the most vital data from the core to the cloud to the field. We serve as a trusted, U.S. based source for cyber security solutions for the U.S. Federal Government. Our solutions enable agencies to deploy a holistic data protection ecosystem where data and cryptographic keys are secured and managed, and access and distribution are controlled.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SafeNet%20Assured%20Technologies%20LLC&id=0010L00001iW2mZQAS
Calyx,"Zagreb, Zagreb (Headquarters)",http://www.calyx.hr,,,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Calyx&id=0010L00001iW3wiQAC
Aety Aps,"Copenhagen, Capital Region (Headquarters)",https://www.aety.io,,"Aety can help with a variety of services, including development, operations and hosting.","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Aety%20Aps&id=0010L00001iW4I5QAK
"AXLBIT, Inc.","Shinagawa-ku, Tokyo (Headquarters)",http://www.axlbit.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=AXLBIT%2C%20Inc.&id=0010L00001iW8slQAC
上海昊来信息技术有限公司,"上海, Shanghai (Headquarters)",http://www.hola-tech.com/,,,"AWS Certified Solutions Architect - Professional,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=%E4%B8%8A%E6%B5%B7%E6%98%8A%E6%9D%A5%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&id=0010L00001iWAO6QAO
"wf tech, s.r.o.","Kladno, Czech Republic (Headquarters)",https://wftech.cz,,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=wf%20tech%2C%20s.r.o.&id=0010L00001iWIUdQAO
Crimson Macaw,"Manchester, Greater Manchester (Headquarters)",http://www.crimsonmacaw.com,,"Architecture&Strategy, Supporting customers developing their data vision and roadmap Big Data Solutions. Enabling customers to handle their Big Data opportunities with fast to market servicesEnterprise Data Solutions. The Data Warehouse isn’t dead, from modelling to ETL, Visualisation on Appliance, commodity services or a mixed economy. Data Science,From simple data mining to complex algorithms","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Crimson%20Macaw&id=0010L00001iWJbxQAG
Aware Group,"Sarapee, Chiang Mai (Headquarters)",https://www.aware.co.th,,Aware designs scalable software solutions and technology services for business leveraging the Cloud.,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Aware%20Group&id=0010L00001iWOTxQAO
Espial,"Ottawa, Ontario (Headquarters)",http://www.espial.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Espial&id=0010L00001iWPwnQAG
Interapt,"Louisville, Kentucky (Headquarters)",http://www.interapt.com,,Interapt transforms clients and empowers humans through technology. Interapt is a world-class technology solutions company that attracts and develops the best talent while providing opportunity to those traditionally excluded from the technology industry. Interapt.com,AWS Certified Developer - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Interapt&id=0010L00001iWSjzQAG
SOLWIT SA,"Gdańsk, Pomorskie (Headquarters)",https://www.solwit.com,,"We provide software services and create own solutions for clients of various industries. Our services cover every stage of SW product life cycle; from software design through development and testing to the maintenance stage, at the level of software, hardware and cloud. We currently employ c.a. 250 engineers and grow dynamically. We are listed at 2017 Deloitte Technology Fast 500 EMEA ranking.","AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SOLWIT%20SA&id=0010L00001iWV8HQAW
APTARE,"Campbell, California (Headquarters)",http://www.aptare.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=APTARE&id=0010L00001iWWO4QAO
Slingshot,"Louisville, Kentucky (Headquarters)",http://www.yslingshot.com,,"Slingshot is a technology innovation company focused on achieving measurable successes for our clients. Our core competencies and guiding methodologies provide our clients the ability to visualize, validate, and implement their idea as quickly and efficiently as possible.","AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Slingshot&id=0010L00001iWWdiQAG
Oman Telecommunications Company (S.A.O.G),"Muscat, Ruwi (Headquarters)",http://www.omantel.om,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Oman%20Telecommunications%20Company%20(S.A.O.G)&id=0010L00001iWYvGQAW
SelectStar,"Grand Rapids, Michigan (Headquarters)",https://www.selectstar.io,,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=SelectStar&id=0010L00001iWibkQAC
kt ds,"Seoul, Seoul (Headquarters)",http://www.ktds.com,,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=kt%20ds&id=0010L00001iWjsLQAS
2pi Software,"Bega, New South Wales (Headquarters)",http://www.2pisoftware.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=2pi%20Software&id=0010L00001iWkDJQA0
NeuroSYS,"Wroclaw, Dolnoslaskie (Headquarters)",http://www.neurosys.com,,"We are a bunch of tech enthusiasts who deliver custom IT solutions in a predictable way. Since 2010 we help businesses bring their ideas to life from scratch, as well as rescue ongoing projects. Willing to be a part of digital revolution we've focused on providing R&D services in the field of Artificial Intelligence and Machine Learning in order to build better software for clients.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=NeuroSYS&id=0010L00001iWkjkQAC
CliniSys Solutions Limited,"Chertsey, Surrey (Headquarters)",http://www.clinisys.co.uk,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CliniSys%20Solutions%20Limited&id=0010L00001iWlGuQAK
3XM Group,"Cordoba, Córdoba (Headquarters)",http://www.3xmgroup.com,,"3XM Group is a software development company specialized in providing Cloud Services, Data Analytics, and Enterprise Integration solutions. We have 20 years of experience in Software Development and 15 years of experience providing nearshore solutions for the US market. We possess a wide knowledge of the different technology platforms and provide technology solutions tailored to the needs a","AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=3XM%20Group&id=0010L00001iWlHsQAK
ARTIFAKT,"PARIS, Ile de France (Headquarters)",http://www.artifakt.io,,"Artifakt is aPaaS (Application Platforms As A Service) We help companies deploy faster and manage better all their business applications to the Cloud Artifakt is production ready platform, for real-life applications, application centric, performance and stability first, at a controlled price and multi-app.","AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=ARTIFAKT&id=0010L00001iWt3aQAC
kylos,"lodz, lodzkie (Headquarters)",https://www.kylos.pl,,"We are a team of AWS specialists who will help you in even most chalenging tasks. Regardless of whether you need piece of advice, migration or system architecture, you can count on our support. Do not hesitate. Step in to the world of cloud with us.",AWS Certified Sysops Administrator - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=kylos&id=0010L00001iWtEsQAK
Exafluence Inc,"north brunswick, New Jersey (Headquarters)",http://www.exafluence.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Exafluence%20Inc&id=0010L00001iWtb3QAC
"Alto9, Inc.","Palm Harbor, Florida (Headquarters)",http://www.alto9.com,,"Alto9 is an AWS Cloud solutions firm created to help customers migrate to, and make the most of Amazon Web Services. Cloud computing is a rapidly changing paradigm that requires a specialized focus, and our Amazon Certified engineers have the depth of experience and know-how to make sure your Cloud infrastructure runs efficiently, securely, and scales with you as your business grows.","AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Alto9%2C%20Inc.&id=0010L00001iWtb8QAC
Companion Data Services,"Columbia, South Carolina (Headquarters)",http://www.companiondataservices.com,,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Companion%20Data%20Services&id=0010L00001iWuDSQA0
"dataphilic.io, inc","Fremont, California (Headquarters)",http://www.dataphilic.io,,"Dataphilic specializes in HIPAA cloud management for healthcare and life science products and services. We have successfully migrated and maintained security and compliance requirements of various bare metal HADOOP setups to AWS cloud. Our expertise lies in compliance, optimizing cloud setups to reduce operational cost and reduce time to market.","AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=dataphilic.io%2C%20inc&id=0010L00001iWv3fQAC
Ideal Media Works,"Singapore, Singapore (Headquarters)",http://www.idealsys.com,,.,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Ideal%20Media%20Works&id=0010L00001iX0cFQAS
"Miles Technologies, Inc.","Lumberton, NJ (Headquarters)",http://www.milestechnologies.com,,"As a complete solutions provider, Miles Technologies is able to provide its clients with a single, tightly integrated system developed by the same team of skilled engineers from end‐to‐end. This “single source” approach saves Miles Technologies’ clients time and money they would otherwise spend searching for multiple vendors to provide individual services.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Miles%20Technologies%2C%20Inc.&id=0010L00001jPZr2QAG
GEOPLEX PTY LTD,"Melbourne, Victoria (Headquarters)",http://www.geoplex.com.au,,"Geoplex’s team of experienced geospatial engineers, software developers and consultants offer a comprehensive suite of capabilities including business analysis, system design, software development, software deployment and spatial database design and modelling. Geoplex provides high value to clients by employing best practice ICT and agile process principles to problems in the GIS domain.","AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=GEOPLEX%20PTY%20LTD&id=0010L00001jPlFVQA0
Gotham Technology Group,"Montvale, New Jersey (Headquarters)",http://www.gothamtg.com,,,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Gotham%20Technology%20Group&id=0010L00001jPnMRQA0
Just After Midnight,"London, London (Headquarters)",http://www.justaftermidnight247.com,,,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Just%20After%20Midnight&id=0010L00001jPo5bQAC
Polar IT Services,"Elkridge, Maryland (Headquarters)",http://www.polarits.com,,,AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Polar%20IT%20Services&id=0010L00001jPoKIQA0
Appranix,"Boston, Massachusetts (Headquarters)",http://www.appranix.com,,"Appranix Site Reliability Automation (SRA) platform is a service to Reduce SRE toil with continuous automation Increase resiliency using integrated data automation of backup, recovery and replication orchestration Increase availability with self-healing",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Appranix&id=0010L00001jPpNTQA0
Orbitil,"Cambridge, Cambs (Headquarters)",http://www.orbitil.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Orbitil&id=0010L00001jPqlQQAS
Fastlane Solutions,"Surry Hills, New South Wales (Headquarters)",http://www.fastlane-it.com,,,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Fastlane%20Solutions&id=0010L00001jPyYaQAK
Quark Technologies,"Cluj-Napoca, Cluj (Headquarters)",http://www.quarktech.com,,"Founded in 2016, Quark Technologies has been delivering consultancy services and end-to-end customized software solutions for companies in Telecom, Media, Healthcare: www.quarktech.com Quark's team has more than 10 years cross-industry experience creating and implementing Cloud, Big Data and Analytics, BI and IoT solutions for both major multinational companies and startups around the world.","AWS Certified DevOps Engineer - Professional,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Quark%20Technologies&id=0010L00001jQ26SQAS
PortfolioAid,"Toronto, Ontario (Headquarters)",http://www.portfolioaid.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=PortfolioAid&id=0010L00001jQ3XhQAK
Qumulo,"Seattle, Washington (Headquarters)",http://www.qumulo.com,,"QF2 is a modern, highly scalable file storage system that runs in the data center and the public cloud. QF2 is the future of storage, available today. Mix large and small files, store as many files as you need. There is no practical limit with QF2’s advanced file-system technology. QF2 is the highest performance file storage system on premises and in the cloud.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Qumulo&id=0010L00001jQ44qQAC
远光软件股份有限公司,"珠海, Guangdong (Headquarters)",http://www.ygsoft.com,,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=%E8%BF%9C%E5%85%89%E8%BD%AF%E4%BB%B6%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&id=0010L00001jQ6SEQA0
Ten Mile Square Technologies,"Arlington, Virginia (Headquarters)",http://www.tenmilesquare.com,,"Ten Mile Square is the full-lifecycle product and technology consulting company. Our clients present us with some of the most difficult technology, product, and strategy related challenges imaginable. We provide the experience and focus on business value necessary to deliver products and technology that succeed in the marketplace for the long-term.","AWS Certified Solutions Architect - Professional,AWS Certified Developer - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Ten%20Mile%20Square%20Technologies&id=0010L00001jQBysQAG
Proservia GmbH & Co.KG,"Eschborn, n/a (Headquarters)",http://www.proservia.de,,"Wir bringen Sie in die Cloud! Automatisiert und mit Sicherheit! Mit unseren IT Experten in 14 deutschen Standorten beraten wir Sie, implementieren innovative, hybride Cloud-Architekturen und betreiben klassische und Cloud Plattformen. Vom StartUp bis zu Enterprise Umgebungen: Wir finden und bauen mit Ihnen sichere und maßgeschneiderte Lösungen.",AWS Certified Solutions Architect - Associate,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Proservia%20GmbH%20%26%20Co.KG&id=0010L00001jQC5oQAG
